type,augmented,depth,width,epochs,batch_size,learning_rate,mse_train,mse_train_aug,mse_val,mse_val_aug,mse_test,mse_test_aug
fcnn,True,7,4,1000,32,0.001,0.012162824161350727,0.015812993049621582,0.0085305105894804,0.01583596132695675,0.016191305592656136,0.02209068275988102
fcnn,False,7,16,1000,32,0.001,0.006558355875313282,0.022513752803206444,0.004455325193703175,0.021606160327792168,0.016065696254372597,0.036184195429086685
fcnn,True,7,16,1000,32,0.001,0.011716125532984734,0.014841997064650059,0.007272800896316767,0.014628764241933823,0.01654750294983387,0.02205800637602806
eqv,False,7,4,1000,32,0.001,0.015322714112699032,0.014777442440390587,0.010441359132528305,0.015263170935213566,0.022184090688824654,0.022184090688824654
eqv,True,7,4,1000,32,0.001,0.01329854317009449,0.012700785882771015,0.007275219541043043,0.012549377977848053,0.01929524727165699,0.01929524540901184
fcnn,False,7,4,1000,32,0.001,0.010580725036561489,0.020643718540668488,0.00686891982331872,0.019888941198587418,0.012003624811768532,0.026960108429193497
fcnn,True,7,4,1000,32,0.001,0.011283284984529018,0.017689358443021774,0.00830422155559063,0.018220549449324608,0.014960515312850475,0.023801960051059723
fcnn,False,7,16,1000,32,0.001,0.006801296956837177,0.02140037715435028,0.004641394130885601,0.020351821556687355,0.011755913496017456,0.03457563742995262
fcnn,True,7,16,1000,32,0.001,0.010881563648581505,0.013835066929459572,0.006910223513841629,0.014494096860289574,0.018028955906629562,0.02188989706337452
eqv,False,7,4,1000,32,0.001,0.015422068536281586,0.01487349160015583,0.010385818779468536,0.015234638005495071,0.020929409191012383,0.020929409191012383
eqv,True,7,4,1000,32,0.001,0.014081576839089394,0.013480253517627716,0.0081572150811553,0.013465182855725288,0.02040777914226055,0.02040777914226055
fcnn,False,7,4,1000,32,0.001,0.008230638690292835,0.019282851368188858,0.006185825448483229,0.01910400390625,0.011592153459787369,0.0281020849943161
fcnn,True,7,4,1000,32,0.001,0.012615444138646126,0.018020642921328545,0.008813140913844109,0.017872892320156097,0.013387029990553856,0.023668713867664337
fcnn,False,7,16,1000,32,0.001,0.00726734846830368,0.022069282829761505,0.004868313670158386,0.020791226997971535,0.014541110023856163,0.0339367650449276
fcnn,True,7,16,1000,32,0.001,0.011323841288685799,0.014956834726035595,0.006520908325910568,0.014615780673921108,0.015393076464533806,0.021416354924440384
eqv,False,7,4,1000,32,0.001,0.015374908223748207,0.014836817979812622,0.010478871874511242,0.015235795639455318,0.021740803495049477,0.021740805357694626
eqv,True,7,4,1000,32,0.001,0.014379149302840233,0.013827427290380001,0.009380189701914787,0.014257984235882759,0.02384817972779274,0.02384817786514759
fcnn,False,7,4,1000,32,0.001,0.009310564026236534,0.019402455538511276,0.007189229596406221,0.018820591270923615,0.012043309397995472,0.02677129954099655
fcnn,True,7,4,1000,32,0.001,0.011932231485843658,0.01725887507200241,0.008731501176953316,0.01782301440834999,0.014907091856002808,0.02353268302977085
fcnn,False,7,16,1000,32,0.001,0.006116241216659546,0.02311866730451584,0.005003906320780516,0.02206878364086151,0.011834743432700634,0.03710547089576721
fcnn,True,7,16,1000,32,0.001,0.011044159531593323,0.015447228215634823,0.007167002186179161,0.015311947092413902,0.01512248907238245,0.022438805550336838
eqv,False,8,4,1000,32,0.001,0.015319723635911942,0.01479276642203331,0.010476315394043922,0.015133940614759922,0.02066158503293991,0.02066158317029476
eqv,True,8,4,1000,32,0.001,0.014578036963939667,0.013972437009215355,0.009111782535910606,0.014466280117630959,0.023961206898093224,0.023961208760738373
fcnn,False,8,4,1000,32,0.001,0.008377631194889545,0.019834166392683983,0.006085217464715242,0.019906098023056984,0.01157197542488575,0.029103709384799004
fcnn,True,8,4,1000,32,0.001,0.011904899030923843,0.0162398312240839,0.008425530046224594,0.015996061265468597,0.015877431258559227,0.02272794209420681
fcnn,False,8,16,1000,32,0.001,0.006496989168226719,0.02134055085480213,0.004319165367633104,0.020112989470362663,0.013744841329753399,0.03344449773430824
fcnn,True,8,16,1000,32,0.001,0.010940841399133205,0.0160383190959692,0.0068494463339447975,0.0159657783806324,0.014627176336944103,0.023220835253596306
eqv,False,8,4,1000,32,0.001,0.015884511172771454,0.015275654383003712,0.010399301536381245,0.015782788395881653,0.022413000464439392,0.022413000464439392
eqv,True,8,4,1000,32,0.001,0.013564267195761204,0.01308413315564394,0.00881494116038084,0.013052843511104584,0.018807021901011467,0.018807023763656616
fcnn,False,8,4,1000,32,0.001,0.00934319756925106,0.02008982188999653,0.007434505969285965,0.01972261071205139,0.015073253773152828,0.027385303750634193
fcnn,True,8,4,1000,32,0.001,0.010677458718419075,0.019745729863643646,0.007832466624677181,0.02100711315870285,0.012612622231245041,0.026507562026381493
fcnn,False,8,16,1000,32,0.001,0.006893061101436615,0.022912055253982544,0.005020615179091692,0.021958472207188606,0.012301305308938026,0.03509935364127159
fcnn,True,8,16,1000,32,0.001,0.011185676790773869,0.015389204025268555,0.00690064299851656,0.015699516981840134,0.016402550041675568,0.02249895967543125
eqv,False,8,4,1000,32,0.001,0.01564190909266472,0.015062721446156502,0.010544681921601295,0.015667935833334923,0.02273234724998474,0.02273234724998474
eqv,True,8,4,1000,32,0.001,0.015425967052578926,0.014858797192573547,0.010329514741897583,0.015344622544944286,0.02277410216629505,0.022774100303649902
fcnn,False,8,4,1000,32,0.001,0.00902399979531765,0.01925893872976303,0.006742445752024651,0.018676884472370148,0.011757083237171173,0.026820974424481392
fcnn,True,8,4,1000,32,0.001,0.011250749230384827,0.01791360042989254,0.008954698219895363,0.017916051670908928,0.013806636445224285,0.023668941110372543
fcnn,False,8,16,1000,32,0.001,0.0062625412829220295,0.02457909658551216,0.004664943553507328,0.02264493517577648,0.011691117659211159,0.03763153403997421
fcnn,True,8,16,1000,32,0.001,0.011080092750489712,0.015577259473502636,0.006673848256468773,0.015421632677316666,0.015253253281116486,0.02246480993926525
eqv,False,8,4,1000,32,0.001,0.014113092795014381,0.01367456279695034,0.009642372839152813,0.013510676100850105,0.02019476518034935,0.0201947670429945
eqv,True,8,4,1000,32,0.001,0.014039721339941025,0.013448085635900497,0.0080908527597785,0.013311192393302917,0.019971799105405807,0.019971800968050957
fcnn,False,8,4,1000,32,0.001,0.009086530655622482,0.01922951452434063,0.006954489275813103,0.01874604821205139,0.011611737310886383,0.0266929529607296
fcnn,True,8,4,1000,32,0.001,0.012356017716228962,0.016035117208957672,0.008539317175745964,0.016070811077952385,0.015458649024367332,0.022128766402602196
fcnn,False,8,16,1000,32,0.001,0.006796609610319138,0.019559722393751144,0.004393019713461399,0.018639782443642616,0.012556291185319424,0.030284814536571503
fcnn,True,8,16,1000,32,0.001,0.010875974781811237,0.01660325564444065,0.007120752241462469,0.016779763624072075,0.014429419301450253,0.02334575168788433
eqv,False,8,4,1000,32,0.001,0.015235990285873413,0.014723492786288261,0.0104531804099679,0.014981766231358051,0.021231185644865036,0.021231187507510185
eqv,True,8,4,1000,32,0.001,0.013567721471190453,0.012922288849949837,0.007402789779007435,0.013103538192808628,0.018665622919797897,0.018665624782443047
fcnn,False,8,4,1000,32,0.001,0.0094379223883152,0.01918662153184414,0.007927036844193935,0.019031548872590065,0.011215770617127419,0.02638562023639679
fcnn,True,8,4,1000,32,0.001,0.012435323558747768,0.015779487788677216,0.008457498624920845,0.01613498479127884,0.016784625127911568,0.022704456001520157
fcnn,False,8,16,1000,32,0.001,0.007137557957321405,0.021581677719950676,0.00522060040384531,0.020367741584777832,0.011978598311543465,0.03304487466812134
fcnn,True,8,16,1000,32,0.001,0.010646072216331959,0.015425990335643291,0.006076670717447996,0.015243688598275185,0.014605439268052578,0.022783368825912476
eqv,False,8,4,1000,32,0.001,0.01558520458638668,0.015001949854195118,0.010298044420778751,0.015454609878361225,0.02169877290725708,0.02169877290725708
eqv,True,8,4,1000,32,0.001,0.01389098446816206,0.013345573097467422,0.008426363579928875,0.013239224441349506,0.020808633416891098,0.020808635279536247
fcnn,False,8,4,1000,32,0.001,0.008988087065517902,0.018746990710496902,0.006920874118804932,0.018255244940519333,0.011401024647057056,0.026070553809404373
fcnn,True,8,4,1000,32,0.001,0.011338913813233376,0.01763293892145157,0.007951071485877037,0.017849151045084,0.013578124344348907,0.023505190387368202
fcnn,False,8,16,1000,32,0.001,0.006710590794682503,0.020338186994194984,0.004312212113291025,0.01924549788236618,0.015382225625216961,0.0332639180123806
fcnn,True,8,16,1000,32,0.001,0.01166392769664526,0.015510543249547482,0.007628329563885927,0.015546140260994434,0.01607009954750538,0.02264363132417202
eqv,False,8,4,1000,32,0.001,0.01527817826718092,0.014737796038389206,0.010416451841592789,0.015194594860076904,0.02194826863706112,0.02194826677441597
eqv,True,8,4,1000,32,0.001,0.013480229303240776,0.012868045829236507,0.007496708072721958,0.01290141511708498,0.019334930926561356,0.019334929063916206
fcnn,False,8,4,1000,32,0.001,0.0091085908934474,0.019105175510048866,0.007081026677042246,0.01835807040333748,0.01229914277791977,0.026463717222213745
fcnn,True,8,4,1000,32,0.001,0.011554768308997154,0.018639976158738136,0.008138707838952541,0.019028574228286743,0.015480371192097664,0.02433761954307556
fcnn,False,8,16,1000,32,0.001,0.00659841438755393,0.023427236825227737,0.005132430698722601,0.02247704565525055,0.010769037529826164,0.03579818084836006
fcnn,True,8,16,1000,32,0.001,0.011044244281947613,0.015103102661669254,0.006679788697510958,0.014565800316631794,0.014685154892504215,0.021711906418204308
eqv,False,8,4,1000,32,0.001,0.015329625457525253,0.014794901944696903,0.01047130860388279,0.015198576264083385,0.021257001906633377,0.021257000043988228
eqv,True,8,4,1000,32,0.001,0.013855496421456337,0.013253362849354744,0.007812219671905041,0.013125422410666943,0.01900046318769455,0.01900046318769455
fcnn,False,8,4,1000,32,0.001,0.009001292288303375,0.019448570907115936,0.007081448100507259,0.01914786919951439,0.011042594909667969,0.027219094336032867
fcnn,True,8,4,1000,32,0.001,0.012578380294144154,0.017368067055940628,0.008363786153495312,0.01718628592789173,0.013675629161298275,0.023112937808036804
fcnn,False,8,16,1000,32,0.001,0.0063279131427407265,0.02346809208393097,0.004718783777207136,0.02163841761648655,0.011672990396618843,0.03539460897445679
fcnn,True,8,16,1000,32,0.001,0.011047715321183205,0.015776438638567924,0.006696302443742752,0.01594318076968193,0.01544116623699665,0.023124707862734795
eqv,False,8,4,1000,32,0.001,0.015646960586309433,0.015097569674253464,0.01057457085698843,0.015430101193487644,0.020880701020359993,0.020880701020359993
eqv,True,8,4,1000,32,0.001,0.014178920537233353,0.013656612485647202,0.009032214060425758,0.013642680831253529,0.020029017701745033,0.020029019564390182
fcnn,False,8,4,1000,32,0.001,0.00897606648504734,0.020755818113684654,0.00727904262021184,0.01971837319433689,0.011938938871026039,0.028647804632782936
fcnn,True,8,4,1000,32,0.001,0.010853640735149384,0.019237570464611053,0.007997105829417706,0.0199013389647007,0.014863677322864532,0.02537776343524456
fcnn,False,8,16,1000,32,0.001,0.0071998401544988155,0.023459503427147865,0.004544323310256004,0.022100061178207397,0.010840666480362415,0.034502897411584854
fcnn,True,8,16,1000,32,0.001,0.01017250120639801,0.014843756332993507,0.006033596117049456,0.01458707731217146,0.0126675795763731,0.021633869037032127
eqv,False,8,4,1000,32,0.001,0.015439302660524845,0.01489963848143816,0.010492349043488503,0.015262540429830551,0.021476123481988907,0.021476123481988907
eqv,True,8,4,1000,32,0.001,0.014251824468374252,0.013688260689377785,0.008822409436106682,0.013799244537949562,0.022009287029504776,0.022009285166859627
fcnn,False,8,4,1000,32,0.001,0.009016413241624832,0.01959669589996338,0.006443443708121777,0.0193437822163105,0.011466370895504951,0.027011722326278687
fcnn,True,8,4,1000,32,0.001,0.011348295956850052,0.01668778993189335,0.00814628042280674,0.01652544178068638,0.014038026332855225,0.0229780413210392
fcnn,False,8,16,1000,32,0.001,0.0068266987800598145,0.0239245668053627,0.004848690237849951,0.022750159725546837,0.009872046299278736,0.0345095694065094
fcnn,True,8,16,1000,32,0.001,0.010588093660771847,0.015780795365571976,0.007000895217061043,0.01605578325688839,0.015620771795511246,0.023105276748538017
eqv,False,9,4,1000,32,0.001,0.015580364502966404,0.015078493393957615,0.010859430767595768,0.015293433330953121,0.02113381028175354,0.02113381028175354
eqv,True,9,4,1000,32,0.001,0.013054770417511463,0.012501302175223827,0.007526786532253027,0.012411010451614857,0.01892058365046978,0.01892058551311493
fcnn,False,9,4,1000,32,0.001,0.009788135066628456,0.019472865387797356,0.007240858860313892,0.018428677693009377,0.013450639322400093,0.026372574269771576
fcnn,True,9,4,1000,32,0.001,0.01107491459697485,0.019077517092227936,0.00815281830728054,0.019315479323267937,0.01357383094727993,0.024654166772961617
fcnn,False,9,16,1000,32,0.001,0.006903918460011482,0.023745877668261528,0.00474597979336977,0.022573178634047508,0.01145901158452034,0.03423367440700531
fcnn,True,9,16,1000,32,0.001,0.011008281260728836,0.015612070448696613,0.0068685696460306644,0.015988558530807495,0.015523926354944706,0.02297503873705864
eqv,False,9,4,1000,32,0.001,0.015293437987565994,0.014764297753572464,0.010483017191290855,0.01516089029610157,0.02146739698946476,0.02146739512681961
eqv,True,9,4,1000,32,0.001,0.014303529635071754,0.013679688796401024,0.008335164748132229,0.013845010660588741,0.021077457815408707,0.021077457815408707
fcnn,False,9,4,1000,32,0.001,0.008292710408568382,0.020034151151776314,0.00565182464197278,0.01949962228536606,0.011281117796897888,0.028122741729021072
fcnn,True,9,4,1000,32,0.001,0.011301509104669094,0.01619223691523075,0.00765383942052722,0.016453217715024948,0.014787296764552593,0.02282741293311119
fcnn,False,9,16,1000,32,0.001,0.006661959458142519,0.019922597333788872,0.004304335918277502,0.018615012988448143,0.01166353840380907,0.029515789821743965
fcnn,True,9,16,1000,32,0.001,0.01145620085299015,0.014748845249414444,0.006986893247812986,0.014940187335014343,0.017208095639944077,0.021636756137013435
eqv,False,9,4,1000,32,0.001,0.013912055641412735,0.01342856977134943,0.00901486724615097,0.013280306942760944,0.01965930312871933,0.01965930312871933
eqv,True,9,4,1000,32,0.001,0.014032848179340363,0.01344266440719366,0.008270977064967155,0.01348153967410326,0.019652528688311577,0.019652530550956726
fcnn,False,9,4,1000,32,0.001,0.008803857490420341,0.020364470779895782,0.006626003887504339,0.02004832588136196,0.010174676775932312,0.028381716459989548
fcnn,True,9,4,1000,32,0.001,0.011946826241910458,0.016204548999667168,0.00825753528624773,0.016537347808480263,0.01647987589240074,0.022784728556871414
fcnn,False,9,16,1000,32,0.001,0.006919632200151682,0.020403403788805008,0.004948765970766544,0.01958056353032589,0.011735469102859497,0.030536649748682976
fcnn,True,9,16,1000,32,0.001,0.010525384917855263,0.015603914856910706,0.0065872021950781345,0.015294764190912247,0.015369920060038567,0.022678367793560028
eqv,False,9,4,1000,32,0.001,0.015467673540115356,0.01491880975663662,0.010507655330002308,0.015360403805971146,0.02169550210237503,0.02169550210237503
eqv,True,9,4,1000,32,0.001,0.013364329934120178,0.012815538793802261,0.007764637935906649,0.012605504132807255,0.018862901255488396,0.018862901255488396
fcnn,False,9,4,1000,32,0.001,0.008127005770802498,0.0201299749314785,0.0064275008626282215,0.019590452313423157,0.01502067968249321,0.029227271676063538
fcnn,True,9,4,1000,32,0.001,0.012191195040941238,0.019205695018172264,0.008408816531300545,0.01902259700000286,0.016143955290317535,0.024962687864899635
fcnn,False,9,16,1000,32,0.001,0.00640617311000824,0.020873146131634712,0.004660095553845167,0.019169963896274567,0.011800439096987247,0.031071903184056282
fcnn,True,9,16,1000,32,0.001,0.010022914037108421,0.01645008660852909,0.006298204883933067,0.015986736863851547,0.013506988063454628,0.02294345572590828
eqv,False,9,4,1000,32,0.001,0.015446583740413189,0.014894451014697552,0.01035781018435955,0.015237723477184772,0.02175041288137436,0.02175041288137436
eqv,True,9,4,1000,32,0.001,0.014316057786345482,0.013711690902709961,0.008248526602983475,0.013581374660134315,0.01918134093284607,0.01918134093284607
fcnn,False,9,4,1000,32,0.001,0.009910818189382553,0.019429301843047142,0.00818451028317213,0.01790204830467701,0.01217699982225895,0.025918113067746162
fcnn,True,9,4,1000,32,0.001,0.011962932534515858,0.018641667440533638,0.008522560819983482,0.018840208649635315,0.01384503673762083,0.024042915552854538
fcnn,False,9,16,1000,32,0.001,0.006480081006884575,0.021634439006447792,0.004693059250712395,0.020141374319791794,0.013549321331083775,0.032720476388931274
fcnn,True,9,16,1000,32,0.001,0.010290535166859627,0.015694692730903625,0.006427953485399485,0.015477657318115234,0.01488262414932251,0.022423030808568
eqv,False,9,4,1000,32,0.001,0.01546629797667265,0.014903824776411057,0.010368945077061653,0.015341765247285366,0.02191825769841671,0.02191825583577156
eqv,True,9,4,1000,32,0.001,0.014459807425737381,0.013864083215594292,0.008527633734047413,0.013785081915557384,0.021403765305876732,0.02140376716852188
fcnn,False,9,4,1000,32,0.001,0.009215395897626877,0.018663348630070686,0.00764779606834054,0.018142133951187134,0.01253669336438179,0.02600146271288395
fcnn,True,9,4,1000,32,0.001,0.011783668771386147,0.02190617099404335,0.009174942970275879,0.022652700543403625,0.013178836554288864,0.027989191934466362
fcnn,False,9,16,1000,32,0.001,0.007173524238169193,0.021226221695542336,0.004911407362669706,0.020798157900571823,0.012726721353828907,0.031206021085381508
fcnn,True,9,16,1000,32,0.001,0.010916324332356453,0.015068067237734795,0.006825955118983984,0.015373690985143185,0.015015022829174995,0.022175226360559464
eqv,False,9,4,1000,32,0.001,0.01500627025961876,0.014515054412186146,0.010660824365913868,0.015005523338913918,0.02224232256412506,0.02224232256412506
eqv,True,9,4,1000,32,0.001,0.013734877109527588,0.013119848445057869,0.007550842594355345,0.012977607548236847,0.019336353987455368,0.019336355850100517
fcnn,False,9,4,1000,32,0.001,0.010252256877720356,0.019166260957717896,0.007776976563036442,0.017612477764487267,0.012890590354800224,0.025258542969822884
fcnn,True,9,4,1000,32,0.001,0.011494405567646027,0.016546670347452164,0.007839194498956203,0.016292838379740715,0.01414540596306324,0.022770751267671585
fcnn,False,9,16,1000,32,0.001,0.007014748174697161,0.023592675104737282,0.0044746859930455685,0.022101329639554024,0.015515836887061596,0.03744594007730484
fcnn,True,9,16,1000,32,0.001,0.011276451870799065,0.015094120055437088,0.0067060114815831184,0.014293503016233444,0.015367817133665085,0.021574463695287704
eqv,False,9,4,1000,32,0.001,0.015472445636987686,0.014925381168723106,0.010447582229971886,0.015282973647117615,0.021965112537145615,0.021965114399790764
eqv,True,9,4,1000,32,0.001,0.014181203208863735,0.013641254976391792,0.008835169486701488,0.013600886799395084,0.020489094778895378,0.020489096641540527
fcnn,False,9,4,1000,32,0.001,0.008680379949510098,0.020186521112918854,0.006706340704113245,0.01994941383600235,0.010712532326579094,0.028819816187024117
fcnn,True,9,4,1000,32,0.001,0.011480450630187988,0.016471348702907562,0.008161477744579315,0.017070366069674492,0.016043728217482567,0.022753171622753143
fcnn,False,9,16,1000,32,0.001,0.007179188076406717,0.020023474469780922,0.004400782752782106,0.018975192680954933,0.011712867766618729,0.02933700755238533
fcnn,True,9,16,1000,32,0.001,0.010670331306755543,0.01574680395424366,0.006587158422917128,0.016083303838968277,0.015203063376247883,0.023368608206510544
eqv,False,9,4,1000,32,0.001,0.015203754417598248,0.014713117852807045,0.010857255198061466,0.015196707099676132,0.022046614438295364,0.022046612575650215
eqv,True,9,4,1000,32,0.001,0.012848681770265102,0.012401553802192211,0.007974077016115189,0.011912710964679718,0.018725011497735977,0.018725009635090828
fcnn,False,9,4,1000,32,0.001,0.008538145571947098,0.019066428765654564,0.007017514668405056,0.018620744347572327,0.01235820259898901,0.025787414982914925
fcnn,True,9,4,1000,32,0.001,0.012294108979403973,0.01925291121006012,0.008676489815115929,0.01916423998773098,0.015332878567278385,0.024544866755604744
fcnn,False,9,16,1000,32,0.001,0.006659606005996466,0.021251413971185684,0.004536021500825882,0.019969351589679718,0.013293664902448654,0.03256886824965477
fcnn,True,9,16,1000,32,0.001,0.010448465123772621,0.016490492969751358,0.006605607457458973,0.016911722719669342,0.01467263512313366,0.023779960349202156
eqv,False,9,4,1000,32,0.001,0.015397432260215282,0.014834746718406677,0.010396357625722885,0.015372762456536293,0.022470425814390182,0.02247042767703533
eqv,True,9,4,1000,32,0.001,0.01327456533908844,0.01269468292593956,0.007523138076066971,0.01264118030667305,0.0191107839345932,0.0191107839345932
fcnn,False,9,4,1000,32,0.001,0.008746730163693428,0.01978258602321148,0.007063109427690506,0.019614672288298607,0.012617595493793488,0.027198730036616325
fcnn,True,9,4,1000,32,0.001,0.012127215042710304,0.020160861313343048,0.008721310645341873,0.02061259187757969,0.016081850975751877,0.025708381086587906
fcnn,False,9,16,1000,32,0.001,0.0067781866528093815,0.02226286008954048,0.004594019148498774,0.02079538069665432,0.012987576425075531,0.03376683592796326
fcnn,True,9,16,1000,32,0.001,0.011310054920613766,0.015076220035552979,0.006765170022845268,0.01462426595389843,0.014626841992139816,0.02184382639825344
eqv,False,10,4,1000,32,0.001,0.013950984925031662,0.013463250361382961,0.009120375849306583,0.013425236567854881,0.020122487097978592,0.020122485235333443
eqv,True,10,4,1000,32,0.001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
fcnn,False,10,4,1000,32,0.001,0.009453315287828445,0.020149750635027885,0.007960460148751736,0.02015015482902527,0.012907227501273155,0.027433006092905998
fcnn,True,10,4,1000,32,0.001,0.01131733413785696,0.01605391502380371,0.0074308947660028934,0.01606922782957554,0.014895268715918064,0.022439351305365562
fcnn,False,10,16,1000,32,0.001,0.007225044071674347,0.021714750677347183,0.005187356844544411,0.02097662165760994,0.01144840382039547,0.030192121863365173
fcnn,True,10,16,1000,32,0.001,0.010542499832808971,0.01587451808154583,0.006691154558211565,0.0151686891913414,0.013791176490485668,0.022243274375796318
eqv,False,10,4,1000,32,0.001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,10,4,1000,32,0.001,0.013114039786159992,0.012561650946736336,0.007871410809457302,0.012750903144478798,0.01904633827507496,0.01904633641242981
fcnn,False,10,4,1000,32,0.001,0.008655916899442673,0.018554894253611565,0.007310652639716864,0.01796782575547695,0.0107980752363801,0.025214770808815956
fcnn,True,10,4,1000,32,0.001,0.01145518384873867,0.01703965663909912,0.007681337185204029,0.01732531562447548,0.015743400901556015,0.023436447605490685
fcnn,False,10,16,1000,32,0.001,0.006741931661963463,0.0205488633364439,0.004420539364218712,0.019376659765839577,0.012365877628326416,0.03133007511496544
fcnn,True,10,16,1000,32,0.001,0.01015125960111618,0.015372629277408123,0.006276752334088087,0.015126924030482769,0.013274543918669224,0.022081850096583366
eqv,False,10,4,1000,32,0.001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,10,4,1000,32,0.001,0.01353125274181366,0.013015354052186012,0.008280348964035511,0.01283129770308733,0.019620278850197792,0.01962028071284294
fcnn,False,10,4,1000,32,0.001,0.008726033382117748,0.019138038158416748,0.006880803033709526,0.018389787524938583,0.013060441240668297,0.026206176728010178
fcnn,True,10,4,1000,32,0.001,0.011116595938801765,0.01720951870083809,0.008035922423005104,0.016726966947317123,0.014684333465993404,0.023572387173771858
fcnn,False,10,16,1000,32,0.001,0.006999506615102291,0.021897373721003532,0.0055656516924500465,0.021158872172236443,0.011499227024614811,0.03195595368742943
fcnn,True,10,16,1000,32,0.001,0.011010358110070229,0.015449583530426025,0.006473870016634464,0.014555023051798344,0.014174708165228367,0.021722689270973206
eqv,False,10,4,1000,32,0.001,0.014300039038062096,0.013815943151712418,0.009558427147567272,0.01383210439234972,0.021372005343437195,0.021372005343437195
eqv,True,10,4,1000,32,0.001,0.013324697501957417,0.012814629822969437,0.007995270192623138,0.012492407113313675,0.01875225082039833,0.01875225082039833
fcnn,False,10,4,1000,32,0.001,0.008229443803429604,0.018928708508610725,0.006279952358454466,0.019057750701904297,0.011119896546006203,0.02740779146552086
fcnn,True,10,4,1000,32,0.001,0.011374115943908691,0.01593392714858055,0.007624273654073477,0.015865588560700417,0.015234390273690224,0.02240699902176857
fcnn,False,10,16,1000,32,0.001,0.006111706607043743,0.022031407803297043,0.004738531541079283,0.020415131002664566,0.00934927724301815,0.03118058480322361
fcnn,True,10,16,1000,32,0.001,0.011334877461194992,0.014971453696489334,0.0071853213012218475,0.014415910467505455,0.015378523617982864,0.02186073176562786
eqv,False,10,4,1000,32,0.001,0.015518139116466045,0.01497211679816246,0.010499614290893078,0.015325786545872688,0.02086149901151657,0.020861497148871422
eqv,True,10,4,1000,32,0.001,0.013996297493577003,0.013357273302972317,0.007722380571067333,0.013363541103899479,0.023182308301329613,0.023182306438684464
fcnn,False,10,4,1000,32,0.001,0.009406154975295067,0.019287297502160072,0.006874882150441408,0.019248079508543015,0.010804478079080582,0.02634657733142376
fcnn,True,10,4,1000,32,0.001,0.01280093565583229,0.016788369044661522,0.008516600355505943,0.0170453991740942,0.0159015990793705,0.022298716008663177
fcnn,False,10,16,1000,32,0.001,0.00659532006829977,0.020842131227254868,0.004719685763120651,0.019962724298238754,0.014056633226573467,0.031134163960814476
fcnn,True,10,16,1000,32,0.001,0.011053843423724174,0.015132220461964607,0.006513733882457018,0.014656491577625275,0.014227915555238724,0.021299174055457115
eqv,False,10,4,1000,32,0.001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,10,4,1000,32,0.001,0.013879851438105106,0.013438197784125805,0.009209291078150272,0.013102256692945957,0.01903204247355461,0.01903204247355461
fcnn,False,10,4,1000,32,0.001,0.008701331913471222,0.018175484612584114,0.006818240042775869,0.018058868125081062,0.011558061465620995,0.026123810559511185
fcnn,True,10,4,1000,32,0.001,0.011116587556898594,0.016232561320066452,0.007673651445657015,0.016287924721837044,0.014734920114278793,0.02260548435151577
fcnn,False,10,16,1000,32,0.001,0.006618130020797253,0.02027250826358795,0.004350482486188412,0.019614214077591896,0.011841374449431896,0.029173394665122032
fcnn,True,10,16,1000,32,0.001,0.010449176654219627,0.015652062371373177,0.006631136871874332,0.015597226098179817,0.015377448871731758,0.0225689560174942
eqv,False,10,4,1000,32,0.001,0.015122282318770885,0.01461888663470745,0.010614129714667797,0.015065614134073257,0.0218970850110054,0.0218970850110054
eqv,True,10,4,1000,32,0.001,0.014006078243255615,0.013412010855972767,0.008046249859035015,0.01328826043754816,0.020180314779281616,0.020180314779281616
fcnn,False,10,4,1000,32,0.001,0.009478750638663769,0.019520316272974014,0.007907003164291382,0.018634488806128502,0.014597835950553417,0.02688244730234146
fcnn,True,10,4,1000,32,0.001,0.011208945885300636,0.017263105139136314,0.007712827064096928,0.017418092116713524,0.015441235154867172,0.023853126913309097
fcnn,False,10,16,1000,32,0.001,0.006855539511889219,0.01988985575735569,0.004290757700800896,0.01864834874868393,0.013992104679346085,0.03157768025994301
fcnn,True,10,16,1000,32,0.001,0.010509232990443707,0.016358232125639915,0.0065171257592737675,0.01650777831673622,0.014804026111960411,0.02359597198665142
eqv,False,10,4,1000,32,0.001,0.015058358199894428,0.014548609033226967,0.010593701153993607,0.015103133395314217,0.022994400933384895,0.022994400933384895
eqv,True,10,4,1000,32,0.001,0.014351978898048401,0.01379282958805561,0.00857007596641779,0.013500986620783806,0.02012975886464119,0.02012975700199604
fcnn,False,10,4,1000,32,0.001,0.007893350906670094,0.02030228078365326,0.00603457260876894,0.019617268815636635,0.010756291449069977,0.028905827552080154
fcnn,True,10,4,1000,32,0.001,0.011974061839282513,0.016316216439008713,0.008421067148447037,0.01639803871512413,0.015726573765277863,0.022537048906087875
fcnn,False,10,16,1000,32,0.001,0.0069062295369803905,0.022479770705103874,0.005023440811783075,0.021309413015842438,0.009402908384799957,0.03374466300010681
