,mfc1,mfc2,mfc3,mfc4,x1,y1,s1,x2,y2,s2,x3,y3,s3,n,split
224.0,0.391116678714752,0.123892299830913,0.0862800404429436,0.117498911917209,0.223025,0.105925,0.6,,,,,,,1,train
225.0,0.227093175053596,0.244789317250252,0.342013239860535,0.27357417345047,0.32325,0.5827,0.3,0.572075,0.612575,0.6,0.78135,0.678425,0.45,3,train
226.0,0.0399365611374378,0.083956241607666,0.0448389388620853,0.0369599051773548,0.88405,0.181075,0.3,0.6503,0.5287,0.3,,,,2,train
227.0,0.0719917118549347,0.0527006536722183,0.0637065693736076,0.132852122187614,0.336575,0.63865,0.45,,,,,,,1,train
228.0,0.278815060853958,0.275343000888824,0.230333179235458,0.216335251927376,0.14985,0.074275,0.3,0.658725,0.46115,0.6,0.981725,0.36305,0.3,3,train
229.0,0.252449631690979,0.148950949311256,0.201944336295128,0.312866300344467,0.011375,0.056,0.3,0.49615,0.394,0.3,0.3738,0.7983,0.6,3,train
230.0,0.163074195384979,0.0468476377427578,0.0332002006471157,0.0471699275076389,0.21135,0.02265,0.45,,,,,,,1,train
231.0,0.0645982921123505,0.0418219566345215,0.0475612580776215,0.139372736215591,0.007625,0.687,0.45,,,,,,,1,train
232.0,0.262147486209869,0.202505871653557,0.174479454755783,0.185661107301712,0.3752,0.32865,0.6,0.906775,0.57585,0.3,,,,2,train
233.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
234.0,0.121971532702446,0.293432593345642,0.183424264192581,0.115210905671119,0.966725,0.3756,0.6,,,,,,,1,train
235.0,0.0647350251674652,0.0909735709428787,0.0800905451178551,0.152227312326431,0.805675,0.185025,0.3,0.310925,0.94435,0.45,,,,2,train
236.0,0.138966515660286,0.362248957157135,0.122276656329631,0.107500009238719,0.760675,0.15385,0.6,,,,,,,1,train
237.0,0.101134002208709,0.575187146663666,0.0738553702831268,0.0686711445450783,0.428475,0.0631,0.3,0.894375,0.00205,0.6,,,,2,train
238.0,0.145714849233627,0.130206510424614,0.180709660053253,0.279209405183792,0.375675,0.76085,0.6,,,,,,,1,train
239.0,0.309931755065918,0.209787413477898,0.188807785511017,0.306468039751053,0.503425,0.38575,0.45,0.146925,0.503925,0.6,,,,2,train
241.0,0.316154390573502,0.163070783019066,0.107004567980766,0.139489442110062,0.31035,0.156625,0.6,,,,,,,1,train
242.0,0.0970047265291214,0.164261236786842,0.135054051876068,0.185508266091347,0.91805,0.421875,0.45,0.33105,0.990425,0.45,,,,2,train
243.0,0.0539604350924492,0.0275407526642084,0.0180252846330404,0.0262613017112017,0.229525,0.199075,0.3,,,,,,,1,train
244.0,0.506451666355133,0.584268867969513,0.305233865976334,0.338960886001587,0.739275,0.065375,0.6,0.287225,0.2614,0.6,0.465,0.650975,0.45,3,train
245.0,0.0291223973035812,0.0508978292346001,0.0208235010504723,0.0258911903947592,0.649975,0.05655,0.3,,,,,,,1,train
246.0,0.296288728713989,0.301279604434967,0.200803056359291,0.2137790620327,0.440225,0.408725,0.45,0.5193,0.255175,0.6,,,,2,train
247.0,0.0468866750597954,0.0757610946893692,0.12195236235857,0.0600932389497757,0.9403,0.643425,0.45,,,,,,,1,train
248.0,0.0256460756063461,0.032316517084837,0.0334513038396835,0.0356028266251087,0.59985,0.597275,0.3,,,,,,,1,train
249.0,0.0463181920349598,0.0641421228647232,0.0684258863329887,0.0447447672486305,0.5704,0.12995,0.3,0.96235,0.711175,0.3,,,,2,train
250.0,0.210375040769577,0.115951411426067,0.122191123664379,0.286782890558243,0.051825,0.567825,0.6,,,,,,,1,train
251.0,0.190854549407959,0.208369195461273,0.469031184911728,0.250058591365814,0.56015,0.562125,0.6,0.535925,0.819375,0.3,0.932275,0.9112,0.45,3,train
252.0,0.0736311376094818,0.19117970764637,0.128882601857185,0.0808910205960274,0.934825,0.035175,0.3,0.700425,0.437325,0.45,0.886925,0.77675,0.3,3,train
253.0,0.19212381541729,0.310449033975601,0.381134539842606,0.225859329104424,0.818375,0.255975,0.45,0.686525,0.631625,0.6,0.87395,0.96195,0.3,3,train
254.0,0.273891627788544,0.163640066981316,0.111747734248638,0.100401937961578,0.13215,0.068825,0.45,0.660525,0.13445,0.45,0.778025,0.7202,0.3,3,train
255.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
256.0,0.0392579324543476,0.0431030355393887,0.0623184740543365,0.697893142700195,0.9652,0.6084,0.3,0.0384,0.97735,0.6,,,,2,train
257.0,0.0564152933657169,0.0591504760086536,0.109713360667228,0.105853170156478,0.384475,0.953075,0.3,0.639725,0.754025,0.45,,,,2,train
258.0,0.56725400686264,0.506674587726593,0.304275542497635,0.329018861055374,0.235625,0.18515,0.45,0.34705,0.208375,0.6,0.64195,0.2615,0.6,3,train
259.0,0.020350020378828,0.0200984720140696,0.0350303798913956,0.0396733433008194,0.55995,0.79765,0.3,,,,,,,1,train
260.0,0.034347802400589,0.0321599245071411,0.017831914126873,0.0276087298989296,0.49815,0.1136,0.3,,,,,,,1,train
261.0,0.113377399742603,0.330879658460617,0.147304177284241,0.111229427158832,0.94875,0.298225,0.6,,,,,,,1,train
262.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
263.0,0.324808597564697,0.195683479309082,0.219823136925697,0.346808344125748,0.201275,0.401825,0.6,0.75915,0.6061,0.3,0.34705,0.913925,0.45,3,train
264.0,0.128019914031029,0.0849325731396675,0.0607005208730698,0.0800730958580971,0.324675,0.265125,0.45,0.50165,0.259475,0.3,,,,2,train
265.0,0.134664043784142,0.292035490274429,0.26713103055954,0.197588935494423,0.9161,0.044325,0.3,0.8908,0.55765,0.6,0.126425,0.887425,0.3,3,train
266.0,0.0418865382671356,0.0281005408614874,0.0345637500286102,0.168529197573662,0.0497,0.80845,0.45,,,,,,,1,train
270.0,0.191958889365196,0.536976933479309,0.227153718471527,0.164958253502846,0.7417,0.23415,0.45,0.8422,0.1973,0.6,0.91985,0.721625,0.3,3,train
271.0,0.293543070554733,0.250601351261139,0.301085919141769,0.506689190864563,0.39355,0.65265,0.6,0.500675,0.551275,0.45,0.111325,0.809025,0.45,3,train
272.0,0.045947790145874,0.124830543994903,0.0601538121700287,0.049958810210228,0.995425,0.314225,0.45,,,,,,,1,train
275.0,0.1947350949049,0.251024305820465,0.37342357635498,0.25786218047142,0.833175,0.46175,0.3,0.23075,0.6272,0.45,0.9321,0.633325,0.6,3,train
276.0,0.127368673682213,0.0808869004249573,0.0965422540903091,0.18391527235508,0.16425,0.5238,0.45,0.312775,0.686325,0.3,0.383225,0.836925,0.3,3,train
278.0,0.624023616313934,0.251947939395905,0.207734733819962,0.609078526496887,0.105125,0.1216,0.6,0.1745,0.985225,0.6,,,,2,train
279.0,0.310604721307755,0.281432628631592,0.352992475032806,0.294253379106522,0.2024,0.2981,0.45,0.089825,0.558225,0.45,0.9359,0.588525,0.6,3,train
280.0,0.1356550604105,0.27077853679657,0.191294386982918,0.132794439792633,0.829725,0.39805,0.6,,,,,,,1,train
281.0,0.488908976316452,0.450118809938431,0.430109679698944,0.326003104448318,0.14315,0.067975,0.45,0.5329,0.422925,0.6,0.92285,0.5201,0.6,3,train
282.0,0.0691149011254311,0.0687615871429443,0.128976479172707,0.128584533929825,0.52975,0.72775,0.3,0.528275,0.899525,0.45,,,,2,train
283.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
284.0,0.0377697162330151,0.0532109327614307,0.14558419585228,0.0531304329633713,0.9677,0.740475,0.45,,,,,,,1,train
285.0,0.0,0.0,0.0,0.0894001647830009,0.0723,0.9522,0.3,,,,,,,1,train
286.0,0.048100184649229,0.0705316290259361,0.0698952674865723,0.295649111270905,0.654525,0.15605,0.3,0.9568,0.66585,0.3,0.034625,0.96845,0.45,3,train
287.0,0.132065534591675,0.175513386726379,0.472542434930801,0.191831052303314,0.886475,0.598275,0.45,0.751025,0.9768,0.6,,,,2,train
288.0,0.126504570245743,0.24081315100193,0.445929735898972,0.158608958125114,0.939925,0.289125,0.45,0.8537,0.8244,0.6,,,,2,train
289.0,0.225244969129562,0.162728071212769,0.232439234852791,0.361044108867645,0.069575,0.620725,0.6,0.750375,0.723525,0.45,,,,2,train
290.0,0.0802103951573372,0.109204098582267,0.391667515039444,0.112069115042686,0.89045,0.8028,0.6,,,,,,,1,train
291.0,0.137326657772064,0.0498772189021111,0.0572369024157524,0.0778007879853249,0.038925,0.304975,0.45,,,,,,,1,train
292.0,0.178940102458,0.26969912648201,0.269603997468948,0.215578809380531,0.9818,0.04335,0.3,0.27475,0.34215,0.3,0.6202,0.6605,0.6,3,train
294.0,0.211464241147041,0.249680370092392,0.223868474364281,0.135387554764748,0.0484,0.0598,0.3,0.98315,0.444675,0.6,,,,2,train
295.0,0.117858588695526,0.12556953728199,0.286231845617294,0.198428601026535,0.6144,0.868125,0.6,,,,,,,1,train
296.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
297.0,0.258813768625259,0.292967826128006,0.734952449798584,0.403628617525101,0.6046,0.3652,0.45,0.394325,0.794875,0.6,0.973425,0.856275,0.6,3,train
298.0,0.358488261699677,0.554476201534271,0.873894274234772,0.363861382007599,0.630325,0.35485,0.6,0.95115,0.57975,0.6,0.991175,0.820525,0.6,3,train
299.0,0.0941947251558304,0.124561421573162,0.158794298768044,0.108437590301036,0.494025,0.331575,0.3,0.96655,0.463025,0.3,0.71085,0.722075,0.45,3,train
300.0,0.216037437319756,0.222742229700089,0.34577801823616,0.489710092544556,0.676775,0.56195,0.45,0.154375,0.8769,0.45,0.726625,0.939025,0.6,3,train
301.0,0.195965781807899,0.139950886368752,0.102358244359493,0.15112316608429,0.531975,0.183225,0.45,0.1942,0.3512,0.45,0.32965,0.6869,0.3,3,train
302.0,0.0987374112010002,0.0729814022779465,0.0941274985671043,0.432888388633728,0.14755,0.852425,0.6,,,,,,,1,train
303.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
304.0,0.149058729410172,0.174684777855873,0.116630718111991,0.102472998201847,0.424325,0.0858,0.45,0.8975,0.434625,0.45,,,,2,train
305.0,0.00878247059881687,0.0100228637456893,0.232945367693901,0.0169981755316257,0.973925,0.979025,0.45,,,,,,,1,train
306.0,0.215547546744347,0.157807052135468,0.135013610124588,0.188430219888687,0.367725,0.416425,0.6,,,,,,,1,train
307.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
309.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
310.0,0.157198563218117,0.0818551629781723,0.0766434893012047,0.148673444986343,0.0844,0.4344,0.45,0.2572,0.41775,0.3,0.15935,0.597725,0.3,3,train
311.0,0.122713603079319,0.0510353520512581,0.0401962399482727,0.0704966187477112,0.206275,0.2689,0.45,,,,,,,1,train
312.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
313.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
314.0,0.0975618287920952,0.132445141673088,0.0716783180832863,0.0789216160774231,0.95725,0.225,0.3,0.476525,0.3158,0.45,,,,2,train
315.0,0.018844848498702,0.0479321368038654,0.0186028443276882,0.0228086560964584,0.794775,0.21225,0.3,,,,,,,1,train
316.0,0.67347115278244,0.228675708174706,0.195294290781021,0.334513813257217,0.177575,0.091725,0.6,0.129375,0.51145,0.6,,,,2,train
317.0,0.0186523217707872,0.0164646990597248,0.110272869467735,0.062615767121315,0.261825,0.992325,0.3,0.964325,0.97155,0.3,,,,2,train
318.0,0.622437179088593,0.520337224006653,0.408395558595657,0.562994420528412,0.4911,0.2293,0.6,0.447925,0.413575,0.6,0.145625,0.577525,0.6,3,train
319.0,0.105654969811439,0.135161593556404,0.203610748052597,0.188111901283264,0.71695,0.208275,0.3,0.254575,0.812325,0.45,0.843375,0.75305,0.45,3,train
322.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
323.0,0.031884890049696,0.0456136167049408,0.141192048788071,0.0442420653998852,0.973275,0.7653,0.45,,,,,,,1,train
324.0,0.100210301578044,0.394939959049225,0.0976948514580727,0.0820632502436638,0.848425,0.166275,0.6,,,,,,,1,train
325.0,0.043097298592329,0.0360436402261257,0.640592515468597,0.0713638663291931,0.015275,0.62895,0.3,0.950775,0.991875,0.6,,,,2,train
326.0,0.399789184331894,0.519317924976349,0.224218755960464,0.241758957505226,0.736725,0.0747,0.6,0.341075,0.283625,0.6,,,,2,train
327.0,0.0759679675102234,0.126164957880974,0.0875835791230202,0.0823839232325554,0.7363,0.31535,0.45,0.471925,0.71605,0.3,,,,2,train
329.0,0.0832608193159103,0.0,0.0,0.0,0.015325,0.00775,0.3,,,,,,,1,train
330.0,0.0707871243357658,0.0424247272312641,0.0456783957779408,0.110454738140106,0.120225,0.6057,0.45,,,,,,,1,train
331.0,0.246380656957626,0.249890848994255,0.602540254592896,0.399605929851532,0.54345,0.466425,0.3,0.360525,0.745175,0.6,0.797125,0.904725,0.6,3,train
332.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
334.0,0.69893091917038,0.0839100480079651,0.0968145802617073,0.166555687785149,0.0336,0.0239,0.6,0.1447,0.610875,0.45,0.496725,0.941225,0.3,3,train
335.0,0.243593201041222,0.274610608816147,0.646404504776001,0.439192622900009,0.703575,0.151075,0.45,0.2114,0.751975,0.6,0.86855,0.92225,0.6,3,train
336.0,0.167546227574348,0.107444249093532,0.121268182992935,0.31337696313858,0.12685,0.6706,0.6,,,,,,,1,train
337.0,0.0297571066766977,0.0179274044930935,0.0183239560574293,0.0437152236700058,0.08975,0.583025,0.3,,,,,,,1,train
338.0,0.256155610084534,0.273056715726852,0.271816700696945,0.165480822324753,0.22795,0.12505,0.45,0.9181,0.52305,0.6,,,,2,train
340.0,0.0345586463809013,0.0208217110484838,0.0188269447535276,0.0338369645178318,0.2478,0.438875,0.3,,,,,,,1,train
341.0,0.0852025076746941,0.0832527205348015,0.0423412397503853,0.0503369867801666,0.4913,0.0026,0.45,,,,,,,1,train
343.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
344.0,0.163654163479805,0.158013135194778,0.230247437953949,0.335137039422989,0.994825,0.48025,0.3,0.058475,0.56955,0.3,0.395475,0.881625,0.6,3,train
345.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
346.0,0.0566560365259647,0.168980211019516,0.0628075823187828,0.224588945508003,0.9275,0.204575,0.45,0.104375,0.93845,0.45,,,,2,train
348.0,0.346881002187729,0.199712350964546,0.197987735271454,0.243313863873482,0.137,0.3713,0.6,0.679975,0.574125,0.45,,,,2,train
349.0,0.230828851461411,0.346696406602859,0.180985704064369,0.153669700026512,0.20355,0.091025,0.3,0.69835,0.289075,0.6,0.8013,0.272525,0.3,3,train
350.0,0.0636444166302681,0.0524361170828342,0.0396756120026112,0.0601495318114758,0.5007,0.217675,0.3,0.2283,0.558575,0.3,,,,2,train
351.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
353.0,0.177726805210114,0.361070185899734,0.15536692738533,0.133123904466629,0.7422,0.2151,0.6,0.4659,0.3418,0.3,,,,2,train
354.0,0.076076827943325,0.0637946277856827,0.0373612307012081,0.0376779437065125,0.204225,0.141,0.3,0.898725,0.3406,0.3,,,,2,train
355.0,0.0162982549518347,0.0931044146418571,0.0154401697218418,0.0764779299497604,0.985125,0.04325,0.3,0.088725,0.868025,0.3,,,,2,train
356.0,0.0497535802423954,0.0482369400560856,0.0880882740020752,0.097714327275753,0.4916,0.874425,0.45,,,,,,,1,train
357.0,0.0990245118737221,0.145419701933861,0.342693418264389,0.124553583562374,0.87705,0.72495,0.6,,,,,,,1,train
358.0,0.0414531119167805,0.0290700308978558,0.016875084489584,0.0253047980368137,0.406425,0.0657,0.3,,,,,,,1,train
359.0,0.250883668661118,0.319900363683701,0.161719724535942,0.184367552399635,0.57595,0.002475,0.6,0.634225,0.42425,0.3,0.1543,0.673775,0.3,3,train
360.0,0.0568537451326847,0.0243945084512234,0.0191777590662241,0.0298665296286345,0.193375,0.22555,0.3,,,,,,,1,train
361.0,0.11520330607891,0.135017558932304,0.0916774347424507,0.150191783905029,0.61095,0.234675,0.45,0.1508,0.735125,0.3,0.2234,0.751375,0.3,3,train
362.0,0.297404885292053,0.366355121135712,0.166649088263512,0.166112154722214,0.478025,0.15945,0.6,0.742525,0.097075,0.45,,,,2,train
363.0,0.063480332493782,0.048826664686203,0.046058651059866,0.0644690990447998,0.379925,0.1992,0.3,0.373025,0.7393,0.3,,,,2,train
364.0,0.27190575003624,0.42042401432991,0.207382053136826,0.18870384991169,0.54165,0.239975,0.6,0.849225,0.190925,0.45,0.6059,0.48795,0.3,3,train
365.0,0.0341409593820572,0.0530702881515026,0.0357096754014492,0.0878729969263077,0.790425,0.302025,0.3,0.082775,0.854425,0.3,,,,2,train
366.0,0.127853944897652,0.0849498882889748,0.183889776468277,0.0812162607908249,0.13405,0.05645,0.3,0.653625,0.35445,0.3,0.77085,0.958625,0.45,3,train
367.0,0.0165095161646605,0.0130572244524955,0.0162333939224482,0.067441001534462,0.16975,0.897675,0.3,,,,,,,1,train
368.0,0.33109188079834,0.614201188087463,0.386788427829742,0.286543726921082,0.725825,0.082925,0.6,0.044825,0.5077,0.45,0.853275,0.540625,0.6,3,train
369.0,0.302884578704834,0.212783873081207,0.152994528412819,0.153937786817551,0.376775,0.166275,0.6,0.794275,0.59725,0.3,,,,2,train
370.0,0.177266702055931,0.37846252322197,0.265569418668747,0.169334828853607,0.901375,0.346125,0.6,0.745125,0.5129,0.45,,,,2,train
371.0,0.125268414616585,0.169851258397102,0.274364531040192,0.152305632829666,0.73195,0.661275,0.6,,,,,,,1,train
372.0,0.240744516253471,0.395268112421036,0.273726910352707,0.18404558300972,0.61815,0.23935,0.6,0.7776,0.03215,0.3,0.97335,0.659125,0.45,3,train
374.0,0.0960205495357513,0.0728989467024803,0.0487899333238602,0.0614794380962849,0.412125,0.265575,0.45,,,,,,,1,train
375.0,0.0153168141841888,0.0602538920938969,0.0129789365455508,0.0150707075372338,0.86615,0.12985,0.3,,,,,,,1,train
376.0,0.505429148674011,0.465623140335083,0.328484684228897,0.38148021697998,0.6248,0.165975,0.6,0.153175,0.440525,0.6,0.930675,0.786575,0.3,3,train
377.0,0.33956852555275,0.291680097579956,0.428869217634201,0.474244445562363,0.0967,0.3203,0.3,0.2772,0.67105,0.6,0.635625,0.731825,0.6,3,train
378.0,0.0688861981034279,0.0518379658460617,0.0440267100930214,0.047939620912075,0.31805,0.1274,0.3,0.586825,0.51665,0.3,,,,2,train
379.0,0.188267931342125,0.247705712914467,0.210851013660431,0.174054354429245,0.339925,0.343325,0.3,0.673925,0.45715,0.6,,,,2,train
380.0,0.598002731800079,0.382476508617401,0.31334599852562,0.408086866140366,0.31715,0.032975,0.45,0.040225,0.411275,0.6,0.50315,0.430275,0.6,3,train
381.0,0.0528080202639103,0.109366908669471,0.070972852408886,0.134634807705879,0.833275,0.377575,0.45,0.057,0.9517,0.3,,,,2,train
382.0,0.142359495162964,0.16025198996067,0.419279843568802,0.203293904662132,0.1187,0.6467,0.3,0.497675,0.528025,0.3,0.784825,0.8382,0.6,3,train
383.0,0.152333632111549,0.153510048985481,0.112694732844829,0.120392501354217,0.49185,0.232075,0.45,0.524225,0.4495,0.45,,,,2,train
384.0,0.310086339712143,0.296709775924683,0.14903162419796,0.162594974040985,0.011175,0.02015,0.3,0.60635,0.17175,0.6,0.19465,0.557775,0.3,3,train
385.0,0.385180801153183,0.364165961742401,0.450929254293442,0.331295013427734,0.464025,0.0613,0.6,0.27775,0.612275,0.3,0.661475,0.89325,0.6,3,train
386.0,0.524925231933594,0.291425347328186,0.308828681707382,0.574277400970459,0.122275,0.35045,0.6,0.17325,0.6889,0.6,0.439675,0.6819,0.45,3,train
388.0,0.0673578456044197,0.0393332131206989,0.0384897254407406,0.0654918625950813,0.20435,0.349725,0.3,0.34415,0.643,0.3,,,,2,train
389.0,0.0549654215574265,0.0156289953738451,0.011519556865096,0.0219940897077322,0.147275,0.163075,0.3,,,,,,,1,train
390.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
391.0,0.162245512008667,0.234605520963669,0.210278779268265,0.205324083566666,0.915325,0.09135,0.3,0.5222,0.619675,0.6,,,,2,train
392.0,0.05986063554883,0.109082259237766,0.0481565520167351,0.0483995787799358,0.672,0.19945,0.45,,,,,,,1,train
393.0,0.154175981879234,0.156353548169136,0.165572673082352,0.533265113830566,0.54585,0.33065,0.3,0.775025,0.519675,0.45,0.060525,0.85145,0.6,3,train
394.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
396.0,0.0637629777193069,0.0975110828876495,0.05234419927001,0.0518634356558323,0.63975,0.256925,0.45,,,,,,,1,train
397.0,0.0285256076604128,0.0436705537140369,0.0186585485935211,0.023192323744297,0.626025,0.030725,0.3,,,,,,,1,train
398.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
399.0,0.237746879458427,0.224435985088348,0.119880087673664,0.129904180765152,0.48165,0.11675,0.6,,,,,,,1,train
400.0,0.441337764263153,0.133554592728615,0.106766991317272,0.139983862638474,0.0861,0.20495,0.6,0.576175,0.449025,0.3,,,,2,train
401.0,0.116459667682647,0.202977955341339,0.168901920318604,0.133262649178505,0.903075,0.2964,0.45,0.461975,0.63765,0.45,0.894275,0.67445,0.3,3,train
402.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
404.0,0.0879772305488586,0.103145956993103,0.125025033950806,0.134746909141541,0.682575,0.125575,0.3,0.12745,0.6803,0.3,0.5462,0.938275,0.45,3,train
405.0,0.340831786394119,0.593136668205261,0.242711693048477,0.236186936497688,0.7679,0.01775,0.6,0.45405,0.3247,0.6,,,,2,train
406.0,0.0111912749707698,0.06244982406497,0.00990218482911587,0.000299515464575961,0.918175,0.1328,0.3,,,,,,,1,train
407.0,0.0981134250760078,0.0487266704440117,0.0423130914568901,0.0645265430212021,0.226875,0.3735,0.45,,,,,,,1,train
408.0,0.279980599880219,0.257591038942337,0.187579646706581,0.235323324799538,0.510725,0.3061,0.6,0.13295,0.5744,0.45,,,,2,train
409.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
410.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
411.0,0.379355430603027,0.214293450117111,0.172094330191612,0.23140949010849,0.302575,0.191775,0.45,0.27185,0.381575,0.6,,,,2,train
412.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
413.0,0.161812350153923,0.113340824842453,0.133443161845207,0.310436457395554,0.1908,0.693325,0.6,,,,,,,1,train
414.0,0.0840624049305916,0.0484041087329388,0.0473408475518227,0.0828147009015083,0.178325,0.501025,0.45,,,,,,,1,train
415.0,0.0171645358204842,0.0303915943950415,0.036193486303091,0.0185668636113405,0.951075,0.5551,0.3,,,,,,,1,train
416.0,0.0514550022780895,0.0645937845110893,0.0853418111801147,0.0617216341197491,0.64435,0.6118,0.45,,,,,,,1,train
417.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
419.0,0.258145928382874,0.554929077625275,0.337933242321014,0.269563674926758,0.9308,0.243275,0.6,0.5561,0.611025,0.6,,,,2,train
420.0,0.336708277463913,0.250613838434219,0.209425896406174,0.318524122238159,0.807825,0.0357,0.3,0.117675,0.473725,0.6,0.45525,0.6118,0.45,3,train
421.0,0.593776822090149,0.275401502847672,0.236325860023499,0.424871772527695,0.0109,0.189725,0.3,0.25625,0.182225,0.6,0.0911,0.611575,0.6,3,train
422.0,0.150978863239288,0.115342006087303,0.133909225463867,0.217303976416588,0.34865,0.36855,0.45,0.340175,0.995475,0.45,,,,2,train
423.0,0.0207358989864588,0.0151106240227818,0.0164589714258909,0.0507295094430447,0.118775,0.7395,0.3,,,,,,,1,train
424.0,0.0888655781745911,0.109170697629451,0.0834875851869583,0.0843605622649193,0.5851,0.283075,0.45,0.439375,0.847125,0.3,,,,2,train
425.0,0.0965866222977638,0.204098135232925,0.0901307016611099,0.075197733938694,0.857225,0.16605,0.45,0.606325,0.347475,0.45,,,,2,train
426.0,0.12628972530365,0.623079299926758,0.286585092544556,0.168763220310211,0.9651,0.116825,0.6,0.46735,0.97365,0.45,0.78935,0.932475,0.45,3,train
427.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
428.0,0.537375867366791,0.458954691886902,0.388945281505585,0.356242597103119,0.570125,0.0327,0.6,0.16585,0.396875,0.6,0.84465,0.793675,0.45,3,train
429.0,0.0458505749702454,0.0613222345709801,0.0639635026454926,0.047761257737875,0.672675,0.5163,0.45,,,,,,,1,train
430.0,0.116582863032817,0.304997801780701,0.155770882964134,0.100687600672245,0.8923,0.319575,0.6,,,,,,,1,train
431.0,0.0637340694665909,0.129248321056366,0.0724525079131126,0.0822115391492844,0.834425,0.28645,0.45,0.255325,0.7879,0.3,,,,2,train
433.0,0.0731009915471077,0.10490433871746,0.103313043713569,0.0794064626097679,0.802975,0.3142,0.3,0.624025,0.60405,0.45,,,,2,train
434.0,0.184723749756813,0.168947711586952,0.208045452833176,0.412262499332428,0.61545,0.5198,0.45,0.23365,0.8275,0.6,,,,2,train
435.0,0.0950648784637451,0.0878043547272682,0.141085058450699,0.205724447965622,0.28945,0.9031,0.45,0.517925,0.769525,0.45,,,,2,train
436.0,0.328849256038666,0.157183244824409,0.13635665178299,0.17839489877224,0.2424,0.26875,0.6,0.4508,0.95005,0.3,,,,2,train
437.0,0.0177011452615261,0.0412225127220154,0.0196953862905502,0.0190613400191069,0.835375,0.30055,0.3,,,,,,,1,train
438.0,0.499262690544128,0.225379005074501,0.175417080521584,0.167805373668671,0.17645,0.127125,0.6,0.4556,0.099175,0.3,0.847925,0.483625,0.45,3,train
439.0,0.0943914204835892,0.112237036228179,0.0768691748380661,0.0759107917547226,0.492225,0.3543,0.45,0.80585,0.347,0.3,,,,2,train
440.0,0.140305131673813,0.11745199561119,0.159605145454407,0.243637263774872,0.367575,0.7235,0.6,,,,,,,1,train
441.0,0.332117021083832,0.435566842556,0.497552782297134,0.40785276889801,0.765525,0.098325,0.45,0.20985,0.619275,0.6,0.945125,0.66485,0.6,3,train
442.0,0.494704782962799,0.275236427783966,0.263148039579391,0.215686172246933,0.042775,0.229325,0.6,0.90855,0.448325,0.45,0.842,0.5802,0.45,3,train
443.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
444.0,0.0,0.00282041681930423,0.242492705583572,0.0109395161271095,0.94625,0.9767,0.45,,,,,,,1,train
445.0,0.0190071985125542,0.0241575315594673,0.648652970790863,0.0292426589876413,0.9282,0.963425,0.6,,,,,,,1,train
448.0,0.225333169102669,0.461896270513535,0.189600422978401,0.197138488292694,0.74915,0.081575,0.6,0.500275,0.436775,0.45,0.457025,0.80925,0.3,3,train
449.0,0.40288633108139,0.780735373497009,0.607085227966309,0.372165739536285,0.6976,0.48225,0.6,0.8225,0.306675,0.6,0.981575,0.5196,0.6,3,train
450.0,0.0484297759830952,0.0353107154369354,0.0443555563688278,0.141809642314911,0.176025,0.79195,0.45,,,,,,,1,train
451.0,0.389801412820816,0.467136114835739,0.297434955835342,0.448126763105392,0.7015,0.11985,0.3,0.7417,0.2765,0.6,0.0035,0.604625,0.6,3,train
452.0,0.119692929089069,0.367149472236633,0.123857431113719,0.0931583121418953,0.82865,0.214625,0.6,,,,,,,1,train
453.0,0.0133688598871231,0.0102151874452829,0.0122265834361314,0.0680567696690559,0.12275,0.8981,0.3,,,,,,,1,train
454.0,0.283069401979446,0.399584859609604,0.163245171308517,0.237809076905251,0.9295,0.051875,0.45,0.19015,0.430825,0.6,0.473275,0.838275,0.3,3,train
455.0,0.0767209231853485,0.0718267112970352,0.0538936294615269,0.0586052462458611,0.4836,0.34765,0.45,,,,,,,1,train
456.0,0.0752311274409294,0.166421428322792,0.0664596781134605,0.0565668493509293,0.63605,0.029675,0.3,0.786225,0.23205,0.45,,,,2,train
