,mfc1,mfc2,mfc3,mfc4,x1,y1,s1,x2,y2,s2,x3,y3,s3,n,split
688.0,0.314412385225296,0.219989612698555,0.153570175170898,0.249285444617271,0.4376,0.1294,0.3,0.79025,0.085125,0.3,0.150125,0.43265,0.6,3,train
689.0,0.0502713471651077,0.0472099930047989,0.0772877037525177,0.111756265163421,0.4279,0.8495,0.45,,,,,,,1,train
690.0,0.237497806549072,0.366290479898453,0.290838360786438,0.209808677434921,0.626575,0.236675,0.6,0.9772,0.59545,0.45,0.63115,0.88105,0.3,3,train
691.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
692.0,0.162987038493156,0.113121792674064,0.0974050313234329,0.176563024520874,0.385,0.2406,0.45,0.197425,0.65525,0.45,,,,2,train
693.0,0.278616696596146,0.329673945903778,0.189579784870148,0.193830817937851,0.4611,0.2456,0.6,0.853175,0.2997,0.45,,,,2,train
694.0,0.159927472472191,0.15719148516655,0.453396677970886,0.230669975280762,0.19445,0.578425,0.45,0.80035,0.869875,0.6,,,,2,train
695.0,0.0250265877693892,0.0265832655131817,0.0330055691301823,0.0398123562335968,0.550225,0.627,0.3,,,,,,,1,train
696.0,0.0226967614144087,0.0539966337382793,0.0186132472008467,0.025005042552948,0.75155,0.129875,0.3,,,,,,,1,train
697.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
698.0,0.0524754375219345,0.128136992454529,0.0553268827497959,0.137354448437691,0.985175,0.0304,0.3,0.255125,0.793425,0.45,,,,2,train
699.0,0.31365829706192,0.350620418787003,0.405600905418396,0.459379285573959,0.534175,0.446075,0.3,0.250025,0.683675,0.6,0.764575,0.54875,0.6,3,train
700.0,0.0522171221673489,0.0543187968432903,0.0857810750603676,0.0866938382387161,0.54005,0.73085,0.45,,,,,,,1,train
701.0,0.083760142326355,0.0375395677983761,0.0263016857206821,0.0406619906425476,0.274325,0.14475,0.45,,,,,,,1,train
702.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
703.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
704.0,0.023808691650629,0.0406174398958683,0.0277073942124844,0.0288722310215235,0.75585,0.3722,0.3,,,,,,,1,train
705.0,0.0849923267960548,0.00989442877471447,0.0,0.0145095763728022,0.077025,0.007425,0.3,,,,,,,1,train
706.0,0.0113857155665755,0.0144887417554855,0.0744078531861305,0.0202488694339991,0.996475,0.866975,0.3,,,,,,,1,train
707.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
708.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
709.0,0.639707922935486,0.348941922187805,0.214024677872658,0.391918182373047,0.15175,0.04935,0.6,0.556325,0.1942,0.6,0.06635,0.8742,0.45,3,train
710.0,0.169248461723328,0.128271579742432,0.152770817279816,0.267730176448822,0.290825,0.6422,0.6,,,,,,,1,train
711.0,0.181109040975571,0.0859836116433144,0.0434026382863522,0.0627354755997658,0.0334,0.185025,0.45,0.757,0.123375,0.3,,,,2,train
712.0,0.196025058627129,0.211094185709953,0.292929798364639,0.379625380039215,0.83655,0.330525,0.3,0.7158,0.727675,0.45,0.321475,0.792875,0.6,3,train
713.0,0.142209082841873,0.241938471794128,0.151278167963028,0.429107785224915,0.812975,0.0192,0.45,0.217325,0.897575,0.6,,,,2,train
714.0,0.0645976290106773,0.0401038303971291,0.0360019318759441,0.0570618063211441,0.298425,0.4075,0.45,,,,,,,1,train
715.0,0.0187315810471773,0.0199642796069384,0.0464489609003067,0.0344330109655857,0.653175,0.892725,0.3,,,,,,,1,train
716.0,0.147026389837265,0.201816454529762,0.45148953795433,0.18995289504528,0.631225,0.62985,0.45,0.8841,0.74325,0.6,,,,2,train
717.0,0.124896794557571,0.109818302094936,0.263295322656631,0.337395399808884,0.3338,0.9097,0.6,0.988175,0.998425,0.3,,,,2,train
718.0,0.0289518125355244,0.0314273647964001,0.0251917447894812,0.0324386060237885,0.550725,0.415525,0.3,,,,,,,1,train
719.0,0.0807846263051033,0.0709489807486534,0.0841208547353745,0.077094554901123,0.0204,0.405925,0.3,0.60935,0.43425,0.3,0.8992,0.664775,0.3,3,train
720.0,0.0993378832936287,0.117459669709205,0.260520130395889,0.149902939796448,0.626075,0.716025,0.45,0.671025,0.786025,0.45,0.84785,0.99295,0.3,3,train
721.0,0.165665984153748,0.147142350673676,0.198068261146545,0.126726970076561,0.205525,0.291825,0.45,0.935375,0.2721,0.3,0.8451,0.77885,0.45,3,train
722.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
723.0,0.158297061920166,0.185996353626251,0.170497730374336,0.2014339864254,0.6887,0.244375,0.45,0.153975,0.555125,0.45,0.68645,0.59035,0.45,3,train
725.0,0.213996261358261,0.309562563896179,0.319683283567429,0.226790145039558,0.489725,0.435475,0.45,0.79215,0.2855,0.3,0.767025,0.562875,0.6,3,train
726.0,0.246383681893349,0.256779879331589,0.15361975133419,0.169118791818619,0.731625,0.142925,0.3,0.492275,0.276475,0.6,,,,2,train
727.0,0.479986757040024,0.278006881475449,0.213417172431946,0.304822236299515,0.089075,0.25605,0.6,0.879225,0.3419,0.45,0.262325,0.68815,0.45,3,train
728.0,0.0730380266904831,0.13869434595108,0.112398207187652,0.137796565890312,0.71605,0.172175,0.45,0.089625,0.93925,0.3,0.8307,0.903425,0.3,3,train
729.0,0.00890574604272842,0.0102015379816293,0.243216872215271,0.0162283629179001,0.981625,0.965925,0.45,,,,,,,1,train
731.0,0.0259886253625154,0.0361015498638153,0.0253288857638836,0.0309717394411564,0.637925,0.353725,0.3,,,,,,,1,train
732.0,0.518817842006683,0.0728288888931274,0.0519751124083996,0.0784469991922379,0.126525,0.022675,0.6,,,,,,,1,train
733.0,0.0320002399384975,0.0270539149641991,0.0210459735244513,0.0328838601708412,0.434875,0.34955,0.3,,,,,,,1,train
734.0,0.037223644554615,0.0491201765835285,0.0645099580287933,0.0517293140292168,0.522675,0.6694,0.3,0.8987,0.55485,0.3,,,,2,train
735.0,0.227881729602814,0.281753122806549,0.551371276378632,0.364533275365829,0.830375,0.690075,0.6,0.520725,0.8694,0.6,,,,2,train
737.0,0.156064450740814,0.258221566677094,0.230315551161766,0.165329843759537,0.7464,0.431575,0.6,0.680175,0.776125,0.3,,,,2,train
739.0,0.0243793018162251,0.0170254837721586,0.0182564463466406,0.0491626113653183,0.175625,0.650525,0.3,,,,,,,1,train
740.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
741.0,0.333981812000275,0.368910849094391,0.282697081565857,0.316254734992981,0.048475,0.4347,0.6,0.826125,0.3978,0.6,0.2155,0.68125,0.3,3,train
742.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
743.0,0.0215014964342117,0.017426535487175,0.0216935146600008,0.0529646500945091,0.2834,0.752725,0.3,,,,,,,1,train
745.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
746.0,0.28015524148941,0.409987717866898,0.521821141242981,0.315340131521225,0.834175,0.14175,0.3,0.570175,0.525825,0.6,0.92995,0.66235,0.6,3,train
747.0,0.192461162805557,0.179473131895065,0.248053073883057,0.300268232822418,0.28845,0.3839,0.3,0.5249,0.683575,0.6,0.160825,0.888625,0.3,3,train
748.0,0.103974476456642,0.118011094629764,0.140470340847969,0.108168803155422,0.840975,0.225575,0.3,0.056975,0.349625,0.3,0.67135,0.774125,0.45,3,train
749.0,0.149851754307747,0.123436115682125,0.183609440922737,0.37475511431694,0.2873,0.80095,0.6,0.5492,0.881825,0.3,,,,2,train
750.0,0.0534052141010761,0.12473177909851,0.0540807172656059,0.0497680231928825,0.77765,0.2497,0.45,,,,,,,1,train
751.0,0.296924918889999,0.157894179224968,0.299661159515381,0.253110557794571,0.061375,0.39625,0.6,0.976225,0.8363,0.45,,,,2,train
752.0,0.123890928924083,0.102388173341751,0.208492770791054,0.221582427620888,0.129725,0.6203,0.45,0.334375,0.89265,0.3,0.731675,0.88285,0.45,3,train
753.0,0.134156003594398,0.167323186993599,0.267391234636307,0.238241270184517,0.6914,0.6695,0.6,0.1236,0.955775,0.3,,,,2,train
754.0,0.0272837746888399,0.0267583131790161,0.0372834652662277,0.0387436561286449,0.549525,0.661775,0.45,,,,,,,1,train
755.0,0.144744426012039,0.106948882341384,0.109114959836006,0.15008556842804,0.36465,0.376375,0.3,0.2821,0.5119,0.45,0.5275,0.600625,0.3,3,train
756.0,0.0940168648958206,0.136412516236305,0.385660320520401,0.122043147683143,0.9308,0.762825,0.6,,,,,,,1,train
757.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
758.0,0.0389088913798332,0.0543382912874222,0.150799468159676,0.0542767681181431,0.9246,0.771525,0.45,,,,,,,1,train
759.0,0.081958957016468,0.0638343095779419,0.0819903314113617,0.50024688243866,0.13005,0.918925,0.6,,,,,,,1,train
760.0,0.267776906490326,0.404927223920822,0.245004668831825,0.260792940855026,0.94395,0.224975,0.6,0.487375,0.464725,0.6,0.268925,0.597275,0.3,3,train
762.0,0.115005865693092,0.127451747655869,0.10165524482727,0.213171079754829,0.617675,0.34745,0.45,0.1108,0.79365,0.45,,,,2,train
763.0,0.0679011344909668,0.080059289932251,0.0742484256625175,0.0741123259067535,0.583625,0.49075,0.45,,,,,,,1,train
764.0,0.187075793743134,0.19238343834877,0.295623242855072,0.437859743833542,0.8103,0.643375,0.45,0.161425,0.806175,0.3,0.345025,0.91935,0.6,3,train
765.0,0.12285228818655,0.127460077404976,0.167996197938919,0.383996516466141,0.718825,0.658325,0.45,0.77185,0.552375,0.3,0.040025,0.83475,0.6,3,train
766.0,0.230295211076736,0.188838213682175,0.174561902880669,0.509441912174225,0.757025,0.0083,0.3,0.066375,0.4585,0.45,0.193425,0.866525,0.6,3,train
767.0,0.0109830219298601,0.0105119226500392,0.00894754752516747,0.208554640412331,0.0498,0.95885,0.45,,,,,,,1,train
769.0,0.16792818903923,0.16127136349678,0.545853614807129,0.187977269291878,0.2919,0.152025,0.3,0.494475,0.6081,0.45,0.84735,0.95275,0.6,3,train
770.0,0.192897006869316,0.161592379212379,0.183074340224266,0.28729909658432,0.3302,0.644775,0.6,0.608075,0.502025,0.3,,,,2,train
771.0,0.128193125128746,0.207640811800957,0.257096946239471,0.148463651537895,0.827975,0.574725,0.6,,,,,,,1,train
772.0,0.0219043735414743,0.0205550994724035,0.0284679885953665,0.0533371195197105,0.386725,0.918275,0.3,,,,,,,1,train
773.0,0.0266528874635696,0.0356646440923214,0.161329045891762,0.0406688675284386,0.935225,0.844525,0.45,,,,,,,1,train
774.0,0.0786081776022911,0.0701880007982254,0.17838291823864,0.150768086314201,0.0295,0.71695,0.3,0.4839,0.738525,0.45,0.965825,0.992275,0.3,3,train
775.0,0.0654623210430145,0.0456537269055843,0.0484427325427532,0.097415953874588,0.2568,0.60125,0.45,,,,,,,1,train
777.0,0.0260861907154322,0.249582782387733,0.0476361773908138,0.0445528365671635,0.967425,0.039425,0.45,0.585225,0.978325,0.3,,,,2,train
778.0,0.303676128387451,0.396390318870544,0.178314939141273,0.182130143046379,0.48575,0.07935,0.6,0.5224,0.16315,0.3,0.904825,0.244125,0.45,3,train
780.0,0.0606531240046024,0.0702628493309021,0.0748324915766716,0.0742599219083786,0.595,0.5482,0.45,,,,,,,1,train
781.0,0.103464990854263,0.104467883706092,0.0884579047560692,0.0688512325286865,0.21275,0.074225,0.3,0.969925,0.4781,0.45,,,,2,train
782.0,0.342232465744019,0.506022453308105,0.180506482720375,0.26630711555481,0.0937,0.2019,0.6,0.824875,0.11275,0.6,0.2555,0.81495,0.45,3,train
783.0,0.237781316041946,0.297862946987152,0.106128245592117,0.219476908445358,0.0308,0.1782,0.45,0.938825,0.005775,0.45,0.309925,0.993975,0.6,3,train
784.0,0.0965594947338104,0.119507446885108,0.214826434850693,0.137499704957008,0.66965,0.74015,0.6,,,,,,,1,train
785.0,0.05613823980093,0.0544973574578762,0.0694713070988655,0.0957236588001251,0.43525,0.71775,0.45,,,,,,,1,train
786.0,0.11779449135065,0.0942665114998817,0.119580820202827,0.397811502218246,0.2015,0.842875,0.6,,,,,,,1,train
787.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
788.0,0.0436907671391964,0.0341062285006046,0.0360776856541634,0.109358690679073,0.10435,0.63975,0.3,0.229875,0.957275,0.3,,,,2,train
789.0,0.0233936719596386,0.0217111725360155,0.0213095154613256,0.672210693359375,0.01405,0.986125,0.6,,,,,,,1,train
790.0,0.0744695439934731,0.0793279111385345,0.0972060337662697,0.0793628990650177,0.399925,0.300925,0.3,0.685825,0.68045,0.45,,,,2,train
791.0,0.01448739413172,0.015254883095622,0.0122295571491122,0.0757113993167877,0.103675,0.906775,0.3,,,,,,,1,train
792.0,0.0899899452924728,0.0801996886730194,0.0883472636342049,0.120281122624874,0.39385,0.53605,0.45,0.461075,0.85355,0.3,,,,2,train
793.0,0.0216691773384809,0.0416769683361053,0.0322882197797298,0.0276875607669353,0.9436,0.472175,0.3,,,,,,,1,train
794.0,0.160044595599175,0.174903228878975,0.142091885209084,0.156777203083038,0.1301,0.3382,0.3,0.79265,0.4008,0.45,0.4191,0.574675,0.45,3,train
795.0,0.473500221967697,0.356877565383911,0.449796378612518,0.343780875205994,0.33495,0.082025,0.6,0.5786,0.66915,0.6,0.89845,0.872425,0.45,3,train
796.0,0.0275504440069199,0.05433589220047,0.019293949007988,0.0260969288647175,0.677475,0.007025,0.3,,,,,,,1,train
798.0,0.367380529642105,0.115208350121974,0.0894668102264404,0.149417087435722,0.07675,0.260625,0.6,,,,,,,1,train
799.0,0.229507744312286,0.143655896186829,0.0758855268359184,0.0987349152565002,0.184125,0.160175,0.45,0.545825,0.0149,0.45,,,,2,train
800.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
801.0,0.196373894810677,0.111668027937412,0.0749857202172279,0.0817560404539108,0.2035,0.0441,0.45,0.602175,0.3633,0.45,,,,2,train
802.0,0.151924639940262,0.112867765128612,0.122777596116066,0.514980673789978,0.36075,0.439375,0.45,0.081275,0.841775,0.6,,,,2,train
803.0,0.123727932572364,0.117460869252681,0.192509517073631,0.290342390537262,0.409475,0.92465,0.6,,,,,,,1,train
804.0,0.501767337322235,0.0916208624839783,0.0572250969707966,0.120053373277187,0.01805,0.09635,0.6,0.6778,0.138,0.3,0.1181,0.8317,0.3,3,train
805.0,0.128325015306473,0.0952819287776947,0.147680819034576,0.552335441112518,0.31185,0.2928,0.3,0.043775,0.869825,0.6,0.9435,0.83245,0.3,3,train
807.0,0.0502008870244026,0.0427928529679775,0.0546341463923454,0.1262536495924,0.278825,0.800325,0.45,,,,,,,1,train
809.0,0.236923232674599,0.190617874264717,0.261724174022675,0.392034292221069,0.152775,0.6465,0.6,0.65775,0.675625,0.45,0.67635,0.969,0.3,3,train
810.0,0.134206891059875,0.142174884676933,0.222481280565262,0.21364514529705,0.53505,0.747475,0.6,,,,,,,1,train
811.0,0.147915452718735,0.0849917456507683,0.0554454773664474,0.071342408657074,0.27325,0.1324,0.45,0.5524,0.345525,0.3,,,,2,train
812.0,0.0371227040886879,0.0255140662193298,0.0185972601175308,0.0309183485805988,0.3038,0.35215,0.3,,,,,,,1,train
813.0,0.190052226185799,0.219779387116432,0.256255656480789,0.242557644844055,0.718925,0.16745,0.3,0.47965,0.37305,0.45,0.548325,0.8158,0.6,3,train
814.0,0.06028987839818,0.110205106437206,0.0400872156023979,0.0437389649450779,0.653725,0.0381,0.45,,,,,,,1,train
815.0,0.123501859605312,0.1772790402174,0.261525571346283,0.153899326920509,0.75695,0.6333,0.6,,,,,,,1,train
816.0,0.10092531889677,0.0730742588639259,0.0868754535913467,0.460131615400314,0.068425,0.829475,0.6,,,,,,,1,train
817.0,0.226513922214508,0.262790977954865,0.215002954006195,0.206101194024086,0.4749,0.42415,0.6,0.88635,0.4566,0.45,,,,2,train
818.0,0.606460511684418,0.364891618490219,0.313015818595886,0.42716172337532,0.1649,0.241475,0.45,0.2814,0.315975,0.6,0.394625,0.51725,0.6,3,train
819.0,0.154264986515045,0.137241154909134,0.155494198203087,0.380471974611282,0.719375,0.4342,0.3,0.21615,0.7846,0.6,,,,2,train
820.0,0.0826696828007698,0.105473808944225,0.470042645931244,0.134517922997475,0.4293,0.922875,0.3,0.87955,0.87395,0.6,,,,2,train
821.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
822.0,0.220153450965881,0.133936315774918,0.124679796397686,0.159164160490036,0.275725,0.3465,0.6,0.641825,0.7944,0.3,,,,2,train
823.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
825.0,0.11694760620594,0.211624160408974,0.154586359858513,0.151604756712914,0.757225,0.021125,0.45,0.5533,0.509175,0.3,0.531025,0.885275,0.45,3,train
826.0,0.0584659464657307,0.0848556533455849,0.035434152930975,0.0420566387474537,0.595525,0.011475,0.45,,,,,,,1,train
827.0,0.325081288814545,0.156926691532135,0.757369637489319,0.281384468078613,0.06895,0.378025,0.6,0.0971,0.86585,0.3,0.9528,0.933325,0.6,3,train
828.0,0.0970166698098183,0.146743699908257,0.0704110264778137,0.107948392629623,0.5223,0.0207,0.3,0.98435,0.133125,0.3,0.287225,0.5962,0.45,3,train
830.0,0.167591974139214,0.362911254167557,0.142795875668526,0.131280571222305,0.7735,0.212075,0.6,0.3243,0.3406,0.3,,,,2,train
831.0,0.158044591546059,0.103625975549221,0.114632450044155,0.34603476524353,0.0882,0.692625,0.6,,,,,,,1,train
832.0,0.362850427627563,0.190881311893463,0.114059753715992,0.21235990524292,0.20945,0.12705,0.6,0.8701,0.1193,0.3,0.071875,0.671525,0.45,3,train
833.0,0.0431802310049534,0.0816866979002953,0.0419250801205635,0.0413879416882992,0.551425,0.320825,0.3,0.997425,0.3208,0.3,,,,2,train
834.0,0.19564525783062,0.131992995738983,0.180319115519524,0.312947928905487,0.19405,0.238125,0.45,0.338525,0.90375,0.6,0.541175,0.825125,0.3,3,train
835.0,0.404860466718674,0.227442055940628,0.144948825240135,0.179233759641647,0.228525,0.193525,0.6,0.631125,0.274775,0.45,,,,2,train
836.0,0.246545121073723,0.398865282535553,0.188822835683823,0.222954586148262,0.69455,0.14255,0.6,0.428275,0.436125,0.45,0.18195,0.7212,0.3,3,train
837.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
838.0,0.0528832860291004,0.0212667230516672,0.015125760808587,0.0270923785865307,0.187425,0.2096,0.3,,,,,,,1,train
839.0,0.161682307720184,0.175086185336113,0.19653594493866,0.302190780639648,0.4879,0.044275,0.3,0.734025,0.2688,0.3,0.387175,0.905575,0.6,3,train
840.0,0.0914468169212341,0.146173357963562,0.0748367011547089,0.200125738978386,0.7039,0.07865,0.45,0.14745,0.85295,0.45,,,,2,train
841.0,0.0194102134555578,0.0438456423580647,0.0197180435061455,0.0190226286649704,0.828075,0.2933,0.3,,,,,,,1,train
842.0,0.398129045963287,0.119515761733055,0.0771496370434761,0.108177557587623,0.219325,0.06115,0.6,,,,,,,1,train
843.0,0.377378582954407,0.162915885448456,0.153350591659546,0.834814131259918,0.16745,0.2523,0.6,0.740275,0.677075,0.3,0.020225,0.94835,0.6,3,train
844.0,0.370168447494507,0.127236574888229,0.10712706297636,0.192285269498825,0.036175,0.129375,0.3,0.053775,0.36075,0.6,,,,2,train
845.0,0.192930832505226,0.243581250309944,0.199881866574287,0.290063917636871,0.8934,0.009025,0.45,0.353525,0.698575,0.6,0.503,0.51235,0.45,3,train
846.0,0.697417020797729,0.0681588649749756,0.0763284340500832,0.0695758238434792,0.00105,0.0518,0.6,0.341225,0.08205,0.3,0.74365,0.778525,0.3,3,train
847.0,0.0627832636237144,0.0764944031834602,0.157932266592979,0.0687631219625473,0.455875,0.335125,0.3,0.979375,0.755525,0.45,,,,2,train
848.0,0.108337774872779,0.0608064122498035,0.0439519695937634,0.0677987560629845,0.287125,0.293375,0.45,,,,,,,1,train
849.0,0.283184498548508,0.221769511699677,0.146546423435211,0.165159776806831,0.108975,0.013575,0.3,0.507,0.31285,0.6,,,,2,train
850.0,0.434590637683868,0.406966209411621,0.329187422990799,0.363910019397736,0.452525,0.21035,0.6,0.3481,0.51715,0.3,0.5189,0.542125,0.6,3,train
851.0,0.367284536361694,0.229788482189178,0.223776489496231,0.246837943792343,0.1989,0.3266,0.6,0.632525,0.39025,0.3,0.70945,0.645725,0.45,3,train
852.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
853.0,0.0686151683330536,0.0554945878684521,0.0723392069339752,0.163131281733513,0.465875,0.747125,0.3,0.1916,0.76515,0.45,,,,2,train
854.0,0.113189361989498,0.143567427992821,0.106117852032184,0.724108695983887,0.56875,0.3237,0.45,0.847725,0.397425,0.3,0.03115,0.93675,0.6,3,train
855.0,0.195201724767685,0.248860970139503,0.170083358883858,0.182286143302917,0.598975,0.300475,0.6,0.434075,0.5831,0.3,0.45635,0.77225,0.3,3,train
856.0,0.107427380979061,0.0913011953234673,0.132795855402946,0.393961936235428,0.257725,0.983075,0.6,,,,,,,1,train
857.0,0.274013936519623,0.230439215898514,0.187513291835785,0.184468537569046,0.15135,0.09365,0.45,0.580825,0.43755,0.6,,,,2,train
858.0,0.11687809228897,0.120114766061306,0.236117422580719,0.23351739346981,0.5239,0.959125,0.6,,,,,,,1,train
859.0,0.0251535587012768,0.0195557828992605,0.020476620644331,0.0534619130194187,0.207,0.696775,0.3,,,,,,,1,train
860.0,0.347929000854492,0.243062600493431,0.206869661808014,0.244509607553482,0.374625,0.046425,0.6,0.525825,0.62375,0.3,0.471625,0.960725,0.45,3,train
862.0,0.0259136576205492,0.0473533123731613,0.0206455010920763,0.0259442068636417,0.691225,0.19695,0.3,,,,,,,1,train
863.0,0.0594483651220798,0.0720645636320114,0.0652062073349953,0.0664042606949806,0.595675,0.47765,0.45,,,,,,,1,train
864.0,0.0736119672656059,0.118023946881294,0.0801316648721695,0.0866999179124832,0.693375,0.25575,0.45,0.479425,0.959875,0.3,,,,2,train
865.0,0.124229051172733,0.256196826696396,0.113334447145462,0.105680078268051,0.546625,0.001875,0.3,0.9373,0.2081,0.45,0.639025,0.377625,0.45,3,train
866.0,0.0216914620250463,0.0209419913589954,0.0320812314748764,0.0503657422959805,0.443375,0.9224,0.3,,,,,,,1,train
867.0,0.0246487352997065,0.0352153778076172,0.0298738516867161,0.0305751916021109,0.711025,0.464675,0.3,,,,,,,1,train
868.0,0.140382543206215,0.304857581853867,0.0885142758488655,0.0947800427675247,0.4289,0.1184,0.3,0.594225,0.15105,0.45,0.86475,0.04055,0.45,3,train
869.0,0.0977424159646034,0.127964913845062,0.414878815412521,0.175409868359566,0.175225,0.8853,0.3,0.884475,0.805325,0.6,,,,2,train
870.0,0.26987624168396,0.291236072778702,0.197854489088058,0.200176119804382,0.52295,0.225075,0.6,0.3862,0.47225,0.45,0.928075,0.5979,0.3,3,train
871.0,0.171282887458801,0.154018089175224,0.175896510481834,0.228826150298119,0.428175,0.604625,0.6,,,,,,,1,train
872.0,0.0378680005669594,0.0411813296377659,0.0745764374732971,0.066245898604393,0.476725,0.770775,0.3,0.724325,0.783075,0.3,,,,2,train
873.0,0.0503904744982719,0.0238424930721521,0.0166067462414503,0.0308577511459589,0.245725,0.2181,0.3,,,,,,,1,train
874.0,0.0332021303474903,0.029806200414896,0.024039538577199,0.0371618904173374,0.44795,0.418525,0.3,,,,,,,1,train
875.0,0.170485839247704,0.101109713315963,0.0889316648244858,0.16274756193161,0.307575,0.15805,0.45,0.250325,0.6638,0.45,,,,2,train
876.0,0.0627938807010651,0.0559086315333843,0.134717017412186,0.0944355353713036,0.1247,0.544625,0.3,0.7248,0.958525,0.45,,,,2,train
877.0,0.0185270626097918,0.0213265381753445,0.0470012798905373,0.0334681868553162,0.70585,0.87,0.3,,,,,,,1,train
878.0,0.457353442907333,0.226605698466301,0.198276802897453,0.339484751224518,0.260675,0.116275,0.6,0.177375,0.744025,0.45,0.391925,0.6871,0.45,3,train
879.0,0.365261882543564,0.416500121355057,0.252208888530731,0.440452456474304,0.589,0.074125,0.6,0.617825,0.26235,0.3,0.164025,0.683025,0.6,3,train
880.0,0.101578317582607,0.132277026772499,0.102629698812961,0.150456517934799,0.681825,0.35515,0.45,0.3789,0.617425,0.3,0.180875,0.891225,0.3,3,train
881.0,0.0375386215746403,0.0438174791634083,0.10990672558546,0.0636305212974548,0.68955,0.879475,0.45,,,,,,,1,train
883.0,0.355183482170105,0.293879598379135,0.462333589792252,0.267651617527008,0.403075,0.1082,0.6,0.3468,0.89605,0.3,0.8425,0.855725,0.6,3,train
884.0,0.470364421606064,0.341244995594025,0.382845997810364,0.491143941879272,0.453575,0.157125,0.45,0.2503,0.3681,0.6,0.4718,0.97995,0.6,3,train
885.0,0.0226106476038694,0.0211285576224327,0.0279203932732344,0.0590605773031712,0.349525,0.894425,0.3,,,,,,,1,train
887.0,0.490843057632446,0.253223717212677,0.236784756183624,0.266648262739182,0.001175,0.277275,0.6,0.435425,0.338925,0.45,0.803425,0.5901,0.45,3,train
888.0,0.0422835424542427,0.152105420827866,0.0493902191519737,0.0449866726994514,0.983975,0.243575,0.45,,,,,,,1,train
889.0,0.381002366542816,0.190165057778358,0.261616796255112,0.270988434553146,0.08175,0.33545,0.6,0.625575,0.7801,0.45,0.781675,0.97115,0.3,3,train
890.0,0.102083072066307,0.109932303428649,0.418554931879044,0.168857172131538,0.0352,0.634375,0.3,0.795275,0.969425,0.6,,,,2,train
891.0,0.235407784581184,0.275769114494324,0.153097078204155,0.158585831522942,0.536125,0.168225,0.6,0.672475,0.47,0.3,,,,2,train
892.0,0.0986392199993134,0.10208873450756,0.0842377841472626,0.103281185030937,0.54385,0.394425,0.45,0.355575,0.59235,0.3,,,,2,train
893.0,0.149398624897003,0.15999960899353,0.250353634357452,0.268838703632355,0.57545,0.068425,0.3,0.503675,0.95595,0.6,,,,2,train
894.0,0.0225845947861671,0.0948716402053833,0.18898119032383,0.0327552147209644,0.96255,0.09725,0.3,0.95635,0.895625,0.45,,,,2,train
895.0,0.192512899637222,0.334376096725464,0.138283923268318,0.141622319817543,0.70345,0.18285,0.3,0.172675,0.345075,0.6,,,,2,train
898.0,0.0495645999908447,0.0491963922977448,0.0569392926990986,0.0653992518782616,0.278625,0.5457,0.3,0.7862,0.595,0.3,,,,2,train
899.0,0.130630999803543,0.220130696892738,0.260563462972641,0.199031248688698,0.913975,0.553125,0.6,0.177825,0.942975,0.3,,,,2,train
900.0,0.376557320356369,0.217124402523041,0.243977978825569,0.266999274492264,0.031675,0.16745,0.45,0.453925,0.533625,0.6,0.700625,0.91505,0.3,3,train
901.0,0.131427451968193,0.369991630315781,0.110175482928752,0.101814322173595,0.765125,0.1396,0.6,,,,,,,1,train
902.0,0.0195247288793325,0.0149905206635594,0.0153704574331641,0.0717675536870956,0.070525,0.8077,0.3,,,,,,,1,train
903.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
904.0,0.264097511768341,0.23471711575985,0.18022146821022,0.184730753302574,0.40995,0.135225,0.6,0.045675,0.5618,0.3,0.974575,0.51585,0.45,3,train
905.0,0.310757786035538,0.271251708269119,0.169843703508377,0.173555627465248,0.39145,0.09575,0.6,0.951175,0.1765,0.3,0.6581,0.9527,0.3,3,train
906.0,0.0437894277274609,0.0686144530773163,0.119261220097541,0.0590488389134407,0.92215,0.65785,0.45,,,,,,,1,train
907.0,0.0468510389328003,0.13771079480648,0.0470890663564205,0.0446041524410248,0.83075,0.216275,0.45,,,,,,,1,train
908.0,0.0151704754680395,0.0684334114193916,0.0126165524125099,0.017775597050786,0.86225,0.079875,0.3,,,,,,,1,train
909.0,0.112331703305244,0.186065196990967,0.282639384269714,0.135268956422806,0.92915,0.6181,0.6,,,,,,,1,train
