Landkreis,Cases,Deaths,Density,Income,<30,30-65,>65,west(0)/east(1),Day,DailyDeaths
Garmisch-Partenkirchen,288.0,18.0,87.39984785765799,23933.000000000004,25313.0,40981.0,22173.0,0.0,123,18.0
Garmisch-Partenkirchen,288.0,18.0,87.39984785765799,23933.000000000004,25313.0,40981.0,22173.0,0.0,124,18.0
Garmisch-Partenkirchen,288.0,18.0,87.39984785765799,23933.000000000004,25313.0,40981.0,22173.0,0.0,125,18.0
Garmisch-Partenkirchen,288.0,18.0,87.39984785765799,23933.000000000004,25313.0,40981.0,22173.0,0.0,126,18.0
Garmisch-Partenkirchen,288.0,18.0,87.39984785765799,23933.000000000004,25313.0,40981.0,22173.0,0.0,127,18.0
Garmisch-Partenkirchen,288.0,18.0,87.39984785765799,23933.000000000004,25313.0,40981.0,22173.0,0.0,128,18.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,0,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,1,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,2,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,3,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,4,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,5,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,6,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,7,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,8,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,9,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,10,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,11,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,12,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,13,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,14,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,15,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,16,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,17,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,18,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,19,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,20,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,21,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,22,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,23,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,24,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,25,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,26,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,27,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,28,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,29,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,30,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,31,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,32,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,33,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,34,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,35,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,36,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,37,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,38,0.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,39,2.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,40,2.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,41,2.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,42,2.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,43,2.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,44,3.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,45,3.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,46,3.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,47,4.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,48,5.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,49,7.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,50,7.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,51,8.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,52,8.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,53,8.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,54,8.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,55,9.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,56,10.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,57,11.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,58,11.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,59,11.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,60,11.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,61,11.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,62,11.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,63,12.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,64,12.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,65,12.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,66,12.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,67,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,68,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,69,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,70,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,71,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,72,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,73,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,74,13.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,75,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,76,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,77,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,78,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,79,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,80,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,81,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,82,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,83,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,84,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,85,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,86,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,87,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,88,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,89,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,90,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,91,14.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,92,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,93,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,94,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,95,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,96,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,97,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,98,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,99,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,100,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,101,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,102,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,103,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,104,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,105,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,106,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,107,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,108,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,109,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,110,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,111,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,112,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,113,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,114,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,115,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,116,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,117,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,118,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,119,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,120,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,121,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,122,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,123,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,124,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,125,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,126,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,127,16.0
Gelsenkirchen,473.0,16.0,2483.8383838383843,16203.0,84056.0,122873.0,53725.0,0.0,128,16.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,0,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,1,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,2,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,3,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,4,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,5,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,6,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,7,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,8,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,9,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,10,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,11,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,12,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,13,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,14,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,15,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,16,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,17,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,18,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,19,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,20,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,21,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,22,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,23,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,24,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,25,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,26,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,27,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,28,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,29,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,30,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,31,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,32,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,33,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,34,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,35,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,36,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,37,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,38,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,39,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,40,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,41,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,42,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,43,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,44,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,45,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,46,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,47,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,48,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,49,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,50,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,51,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,52,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,53,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,54,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,55,0.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,56,1.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,57,1.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,58,1.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,59,4.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,60,4.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,61,7.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,62,8.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,63,8.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,64,9.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,65,9.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,66,9.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,67,10.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,68,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,69,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,70,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,71,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,72,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,73,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,74,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,75,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,76,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,77,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,78,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,79,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,80,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,81,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,82,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,83,11.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,84,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,85,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,86,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,87,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,88,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,89,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,90,12.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,91,13.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,92,13.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,93,13.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,94,13.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,95,14.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,96,14.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,97,15.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,98,15.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,99,16.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,100,17.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,101,17.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,102,18.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,103,18.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,104,18.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,105,18.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,106,18.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,107,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,108,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,109,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,110,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,111,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,112,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,113,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,114,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,115,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,116,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,117,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,118,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,119,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,120,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,121,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,122,19.0
Gera,254.0,19.0,618.6477429528877,18891.0,22693.0,44183.0,27276.0,1.0,123,19.0
